application_number,examiner_id,au,app_filing_date,app_last_action_date,app_disposal_type,gender,race,examiner_earliest_date,processing_time,au_group,tenure,latest_action_date_x,latest_action_date_y,latest_action_date,degree,betweenness,closeness,degree_weighted_by_tenure,app_proc_time,num_applications
11016620,98826.0,179,2004-12-17,2009-11-11,ISS,male,white,2000-01-03,1790,179,3620,2017-05-23,2009-12-01,2009-12-01,0.028169014084507043,0.0322162288149702,0.1608884073672806,16510.0,1810,2
11331662,66663.0,179,2006-01-13,2008-06-13,ABN,male,white,2000-01-06,882,179,6195,2017-05-19,2016-12-22,2016-12-22,,,,,3996,1
15135821,79829.0,179,2016-04-22,2016-05-12,PEND,male,white,2005-11-04,20,179,3842,2017-05-23,2016-05-12,2016-05-12,,,,,20,2
13936048,96898.0,162,2013-07-05,2015-01-07,ABN,female,white,2000-11-27,551,162,5742,2017-05-22,2016-08-17,2016-08-17,,,,,1139,4
12830765,68339.0,162,2010-07-06,2017-01-13,ISS,female,white,2003-03-13,2383,162,5055,2017-05-23,2017-01-13,2017-01-13,0.007042253521126761,0.0,0.007042253521126761,6341.0,2383,2
11412618,96898.0,162,2006-04-27,2011-07-12,ABN,female,white,2000-11-27,1902,162,5742,2017-05-22,2016-08-17,2016-08-17,,,,,3765,4
13307153,94631.0,162,2011-11-30,2013-01-30,ISS,male,white,2003-02-20,427,162,5191,2017-05-23,2017-05-08,2017-05-08,,,,,1986,5
14787197,92329.0,162,2015-10-26,2017-04-05,ISS,female,white,2000-01-06,527,162,6304,2017-05-18,2017-04-10,2017-04-10,,,,,532,3
10702312,60837.0,179,2003-11-06,2010-07-14,ISS,female,white,2000-03-22,2442,179,6235,2017-05-20,2017-04-17,2017-04-17,0.02112676056338028,0.0295820052487718,0.14172715967261473,18705.0,4911,2
10567461,98394.0,179,2006-06-28,2009-04-27,ABN,male,Asian,2004-02-06,1034,179,1907,2017-05-23,2009-04-27,2009-04-27,,,,,1034,1
11548545,60639.0,162,2006-10-11,2008-08-20,ISS,female,white,2002-03-06,679,162,3198,2017-05-12,2010-12-07,2010-12-07,,,,,1518,2
10444876,96527.0,162,2003-05-23,2014-12-24,ISS,female,white,2002-01-29,4233,162,5454,2017-05-19,2017-01-04,2017-01-04,,,,,4975,2
09581289,99794.0,162,2000-06-12,2001-08-27,ISS,female,white,2000-01-11,441,162,594,2017-01-04,2001-08-27,2001-08-27,,,,,441,1
11497608,98771.0,162,2006-08-02,2014-05-20,ABN,male,white,2003-02-14,2848,162,5208,2017-05-22,2017-05-19,2017-05-19,,,,,3943,4
11544142,96532.0,179,2006-10-06,2009-06-03,ISS,female,black,2004-03-08,971,179,4778,2017-05-23,2017-04-07,2017-04-07,0.02112676056338028,0.09050044950554391,0.15510365564171547,14334.0,3836,1
13142350,69780.0,179,2011-06-27,2014-07-10,ABN,female,white,2002-10-21,1109,179,5168,2017-05-19,2016-12-14,2016-12-14,0.007042253521126761,0.0,0.10363532546631138,5168.0,1997,2
11169321,68678.0,179,2005-06-28,2009-05-19,ABN,male,white,2002-12-11,1421,179,5061,2017-05-23,2016-10-19,2016-10-19,0.007042253521126761,0.0,0.13146881287726359,5061.0,4131,2
11838477,71720.0,179,2007-08-14,2010-07-21,ISS,male,white,2000-01-14,1072,179,6326,2017-05-22,2017-05-10,2017-05-10,0.007042253521126761,0.0,0.007042253521126761,3876.0,3557,3
14909336,94631.0,162,2016-02-01,2017-05-08,PEND,male,white,2003-02-20,462,162,5191,2017-05-23,2017-05-08,2017-05-08,,,,,462,5
11681856,92715.0,179,2007-03-05,2007-12-13,ABN,male,white,2000-01-07,283,179,6132,2017-05-19,2016-10-21,2016-10-21,,,,,3518,3
11367092,63816.0,179,2006-03-03,2009-03-06,ABN,female,white,2004-08-31,1099,179,1648,2017-05-19,2009-03-06,2009-03-06,,,,,1099,1
11667170,68364.0,179,2007-05-04,2009-09-29,ABN,female,white,2005-12-08,879,179,3652,2017-05-17,2015-12-08,2015-12-08,,,,,3140,1
11497429,71388.0,179,2006-08-02,2012-06-20,ISS,female,white,2000-01-06,2149,179,4549,2017-05-12,2012-06-20,2012-06-20,0.007042253521126761,0.0,0.007042253521126761,4549.0,2149,1
10752654,93178.0,162,2004-01-06,2015-01-09,ISS,female,white,2000-01-03,4021,162,5485,2017-03-10,2015-01-09,2015-01-09,0.007042253521126761,0.0,0.14716658157902637,5455.0,4021,4
10779069,91956.0,162,2004-02-13,2012-02-22,ISS,male,black,2001-05-23,2931,162,3927,2016-10-21,2012-02-22,2012-02-22,,,,,2931,1
10552937,62064.0,179,2005-10-11,2010-02-16,ABN,male,Asian,2001-12-28,1589,179,5044,2017-05-23,2015-10-20,2015-10-20,0.007042253521126761,0.0,0.14716658157902637,5455.0,3661,2
13257945,94631.0,162,2011-09-20,2013-06-12,ISS,male,white,2003-02-20,631,162,5191,2017-05-23,2017-05-08,2017-05-08,,,,,2057,5
09646936,77348.0,162,2000-11-20,2009-11-23,ISS,female,white,2000-01-03,3290,162,5352,2017-04-14,2014-08-29,2014-08-29,0.007042253521126761,0.0,0.009389671361502348,2078.0,5030,4
14940064,81959.0,162,2015-11-12,2017-05-18,PEND,male,white,2000-01-07,553,162,6341,2017-05-23,2017-05-18,2017-05-18,0.02112676056338028,0.0,0.007042253521126761,12682.0,553,3
14362503,81211.0,162,2014-06-03,2017-01-25,PEND,male,white,2000-09-28,967,162,5963,2017-05-23,2017-01-25,2017-01-25,0.007042253521126761,0.0,0.007042253521126761,5963.0,967,1
09559925,98991.0,162,2000-04-27,2002-08-01,ISS,male,white,2000-01-06,826,162,5648,2017-05-16,2015-06-24,2015-06-24,,,,,5536,3
10560341,99249.0,179,2006-05-30,2009-02-02,ABN,female,white,2000-01-06,979,179,5179,2017-05-19,2014-03-12,2014-03-12,,,,,2843,3
10580532,63822.0,162,2006-06-13,2010-04-07,ABN,female,white,2000-01-06,1394,162,5062,2017-05-22,2013-11-15,2013-11-15,0.007042253521126761,0.0,0.009389671361502348,2078.0,2712,3
11908784,71445.0,162,2008-11-10,2012-01-04,ISS,female,Asian,2000-01-03,1150,162,5597,2017-05-23,2015-05-01,2015-05-01,,,,,2363,1
10977121,91352.0,179,2004-10-29,2010-03-31,ISS,female,white,2000-02-02,1979,179,3710,2017-05-10,2010-03-31,2010-03-31,0.02112676056338028,0.03835780641294576,0.09790230746179203,16133.0,1979,1
11808062,91107.0,179,2007-06-06,2010-02-10,ABN,male,white,2005-11-04,980,179,1559,2017-05-23,2010-02-10,2010-02-10,,,,,980,1
11968787,66251.0,179,2008-01-03,2010-09-15,ISS,female,white,2003-03-14,986,179,4368,2017-04-14,2015-02-27,2015-02-27,0.02112676056338028,0.009578705847809831,0.15103091194871637,13104.0,2612,4
15362034,71760.0,179,2016-11-28,2017-02-10,PEND,female,Asian,2002-08-01,74,179,5402,2017-05-23,2017-05-16,2017-05-16,,,,,169,3
11298983,94774.0,179,2005-12-09,2010-03-29,ABN,male,white,2000-01-05,1571,179,4286,2017-05-23,2011-09-30,2011-09-30,,,,,2121,1
12093090,67500.0,162,2008-09-26,2012-05-20,ABN,male,Asian,2003-04-30,1332,162,3724,2017-05-23,2013-07-10,2013-07-10,,,,,1748,3
11089710,72638.0,179,2005-03-25,2008-03-14,ABN,male,white,2000-01-10,1085,179,5288,2017-05-23,2014-07-03,2014-07-03,,,,,3387,2
11357306,94161.0,179,2006-02-17,2009-03-04,ISS,female,white,2003-04-01,1111,179,4386,2017-05-12,2015-04-04,2015-04-04,0.035211267605633804,0.10567979119072912,0.18504323528301175,21930.0,3333,2
11685817,71655.0,179,2007-03-14,2010-09-13,ABN,male,white,2004-05-25,1279,179,2302,2017-05-22,2010-09-13,2010-09-13,0.014084507042253521,0.019378683448206972,0.10784551056338028,4604.0,1279,1
15237236,94519.0,162,2016-08-15,2017-04-13,PEND,male,Asian,2000-01-13,241,162,6314,2017-05-22,2017-04-27,2017-04-27,,,,,255,7
11443194,66879.0,179,2006-05-31,2009-12-07,ABN,male,white,2005-04-07,1286,179,2954,2017-05-23,2013-05-09,2013-05-09,0.014084507042253521,0.02876835480970932,0.1456141914779818,5908.0,2535,1
11111055,94390.0,179,2005-04-20,2017-02-24,ISS,female,white,2000-08-01,4328,179,6051,2017-05-23,2017-02-24,2017-02-24,0.007042253521126761,0.0,0.1100815418828762,2699.0,4328,1
12103184,92715.0,179,2008-04-15,2009-06-10,ISS,male,white,2000-01-07,421,179,6132,2017-05-19,2016-10-21,2016-10-21,,,,,3111,3
10371953,61876.0,162,2003-02-21,2009-11-02,ISS,male,white,2000-01-04,2446,162,3590,2017-04-28,2009-11-02,2009-11-02,,,,,2446,2
13069239,60286.0,162,2011-03-22,2013-06-19,ISS,female,white,2001-10-26,820,162,4254,2017-05-19,2013-06-19,2013-06-19,,,,,820,1
11577155,99125.0,162,2008-01-10,2011-11-06,ABN,male,black,2000-01-05,1396,162,5266,2017-05-19,2014-06-06,2014-06-06,,,,,2339,4
11043340,64951.0,179,2005-01-26,2016-12-16,ISS,female,white,2000-01-04,4342,179,6267,2017-05-19,2017-03-02,2017-03-02,0.014084507042253521,0.024879753483289604,0.15406501509054324,12534.0,4418,3
11582730,83398.0,179,2006-10-17,2009-08-05,ISS,female,Asian,2000-01-05,1023,179,4648,2017-05-23,2012-09-26,2012-09-26,0.014084507042253521,0.0017996870109546173,0.14843253066787823,9823.0,2171,1
11517834,75954.0,179,2006-09-08,2010-01-11,ABN,female,Asian,2005-04-15,1221,179,3085,2017-05-17,2013-09-25,2013-09-25,0.035211267605633804,0.016037812951208225,0.13171970755832707,12340.0,2574,1
13879887,96701.0,179,2013-07-01,2016-05-11,ISS,male,white,2002-09-14,1045,179,4988,2017-05-05,2016-05-11,2016-05-11,,,,,1045,1
13828090,99047.0,162,2013-03-14,2015-11-18,ISS,female,white,2002-10-10,979,162,4787,2017-05-18,2015-11-18,2015-11-18,0.007042253521126761,0.0,0.007042253521126761,4787.0,979,3
10548960,97481.0,179,2005-09-15,2009-09-14,ABN,male,white,2001-08-31,1460,179,4217,2017-05-23,2013-03-18,2013-03-18,0.007042253521126761,0.0,0.007042253521126761,4217.0,2741,2
12969035,65963.0,162,2010-12-15,2015-04-16,ABN,female,white,2006-11-02,1583,162,3602,2017-05-22,2016-09-12,2016-09-12,,,,,2098,2
10495418,67489.0,179,2004-09-13,2008-09-30,ABN,female,white,2000-06-26,1478,179,3717,2017-05-17,2010-08-30,2010-08-30,,,,,2177,2
11150778,59447.0,179,2005-06-09,2009-08-25,ABN,female,white,2001-12-04,1538,179,5609,2017-05-23,2017-04-13,2017-04-13,0.014084507042253521,9.989012086704625e-05,0.014084507042253521,11218.0,4326,2
11544815,92476.0,179,2006-10-06,2010-01-27,ABN,male,white,2001-02-21,1209,179,3262,2017-05-19,2010-01-27,2010-01-27,0.014084507042253521,0.009789231844970533,0.12758064096222435,8040.0,1209,1
13578959,63225.0,162,2012-10-09,2014-04-23,ISS,male,white,2002-03-05,561,162,4432,2017-05-19,2014-04-23,2014-04-23,,,,,561,2
11424347,72809.0,179,2006-06-15,2009-09-30,ABN,male,white,2000-01-15,1203,179,5802,2017-05-23,2015-12-04,2015-12-04,0.028169014084507043,0.049244618798109964,0.15940214032462674,19349.0,3459,1
11618523,78406.0,179,2006-12-29,2010-04-14,ISS,male,white,2000-01-04,1202,179,3788,2017-05-12,2010-05-19,2010-05-19,,,,,1237,3
11818512,67901.0,179,2007-06-14,2011-01-12,ISS,male,white,2002-01-31,1308,179,4457,2017-05-23,2014-04-15,2014-04-15,,,,,2497,1
10678739,72941.0,162,2003-10-02,2006-05-11,ABN,female,Asian,2002-07-26,952,162,5411,2017-05-19,2017-05-19,2017-05-19,,,,,4978,4
09954867,67208.0,162,2001-09-18,2015-02-06,ISS,female,Asian,2000-01-07,4889,162,5509,2016-09-16,2015-02-06,2015-02-06,,,,,4889,1
11931330,62498.0,179,2007-10-31,2009-08-26,ISS,male,white,2000-01-11,665,179,5987,2017-05-20,2016-06-02,2016-06-02,,,,,3137,1
12095076,89192.0,179,2008-05-27,2010-09-29,ISS,male,white,2000-01-03,855,179,6192,2017-05-23,2016-12-16,2016-12-16,,,,,3125,1
11271835,93896.0,179,2005-11-14,2009-08-05,ISS,female,white,2002-05-21,1360,179,5455,2017-05-23,2017-04-27,2017-04-27,0.06338028169014084,0.12277183409937376,0.18604077293952392,49095.0,4182,3
09843466,98697.0,162,2001-04-26,2003-06-05,ISS,female,Asian,2000-01-11,770,162,1241,2016-03-04,2003-06-05,2003-06-05,,,,,770,1
11619088,69866.0,179,2007-01-02,2009-08-26,ABN,female,white,2000-12-06,967,179,5404,2017-05-05,2015-09-23,2015-09-23,,,,,3186,1
11276144,98014.0,179,2006-02-15,2009-07-13,ABN,male,white,2003-08-05,1244,179,4690,2017-05-22,2016-06-07,2016-06-07,0.007042253521126761,0.0,0.12303231151615576,4690.0,3765,2
11708449,69010.0,162,2007-02-20,2008-05-07,ISS,male,white,2000-01-19,442,162,5756,2017-04-28,2015-10-23,2015-10-23,,,,,3167,2
12218265,92869.0,162,2008-07-10,2012-07-04,ISS,female,white,2002-07-08,1455,162,4523,2017-05-19,2014-11-25,2014-11-25,,,,,2329,5
09883033,60059.0,162,2001-06-15,2005-03-16,ISS,male,white,2000-01-18,1370,162,1884,2017-03-31,2005-03-16,2005-03-16,,,,,1370,1
11208175,70799.0,179,2005-08-19,2010-02-24,ISS,male,white,2000-01-06,1650,179,3702,2017-04-14,2010-02-24,2010-02-24,0.014084507042253521,0.00479472580161822,0.08479253901789113,7404.0,1650,1
10537161,62751.0,179,2005-05-31,2010-09-28,ABN,female,white,2003-12-08,1946,179,4800,2017-05-19,2017-01-28,2017-01-28,,,,,4260,1
11612481,66344.0,179,2006-12-19,2008-06-04,ISS,female,white,2000-01-13,533,179,3065,2017-05-12,2008-06-04,2008-06-04,0.007042253521126761,0.0,0.01056338028169014,3065.0,533,1
14566465,71848.0,162,2014-12-10,2017-05-10,PEND,male,Asian,2000-02-08,882,162,6301,2017-05-23,2017-05-10,2017-05-10,,,,,882,4
10333624,65536.0,162,2003-01-17,2013-08-30,ISS,female,Asian,2000-01-07,3878,162,6158,2017-05-22,2016-11-16,2016-11-16,,,,,5052,5
14828997,97187.0,179,2015-08-18,2016-08-10,ISS,male,white,2000-01-19,358,179,6048,2017-05-19,2016-08-10,2016-08-10,0.007042253521126761,0.0,0.09680382434861623,5146.0,358,2
11667420,99300.0,162,2007-05-23,2009-11-23,ABN,male,white,2002-09-26,915,162,5163,2017-05-19,2016-11-14,2016-11-14,,,,,3463,3
14502422,64977.0,162,2014-09-30,2017-04-05,PEND,female,white,2002-12-09,918,162,5231,2017-05-23,2017-04-05,2017-04-05,,,,,918,2
11721252,67366.0,162,2007-06-08,2013-09-18,ISS,male,white,2003-01-07,2294,162,3907,2017-05-19,2013-09-18,2013-09-18,,,,,2294,2
12107896,64378.0,179,2008-04-23,2014-07-03,ISS,female,Asian,2005-12-21,2262,179,4159,2017-05-23,2017-05-11,2017-05-11,,,,,3305,1
12249247,98852.0,179,2008-10-10,2010-01-27,ABN,male,white,2000-01-03,474,179,5950,2017-05-23,2016-04-18,2016-04-18,0.028169014084507043,0.011903572736656345,0.14939637826961769,16173.0,2747,1
11331493,68415.0,179,2006-01-13,2010-11-10,ISS,female,white,2000-01-19,1762,179,6288,2017-05-23,2017-04-07,2017-04-07,,,,,4102,2
09585425,66188.0,162,2000-06-02,2002-11-21,ISS,male,Hispanic,2000-01-21,902,162,1770,2017-05-05,2004-11-25,2004-11-25,,,,,1637,2
13699611,97819.0,162,2013-06-10,2015-07-15,ISS,male,white,2004-09-29,765,162,3955,2017-05-22,2015-07-29,2015-07-29,,,,,779,4
12532309,94609.0,162,2010-01-15,2013-11-26,ISS,male,white,2006-11-21,1411,162,3815,2017-05-20,2017-05-02,2017-05-02,,,,,2664,4
12086270,96898.0,162,2009-09-22,2014-11-12,ISS,female,white,2000-11-27,1877,162,5742,2017-05-22,2016-08-17,2016-08-17,,,,,2521,4
14240236,78086.0,179,2014-03-13,2017-03-22,PEND,female,white,2008-01-28,1105,179,3341,2017-05-19,2017-03-22,2017-03-22,,,,,1105,2
11920293,77791.0,179,2007-12-07,2010-09-24,ABN,male,white,2004-12-16,1022,179,4500,2017-05-23,2017-04-12,2017-04-12,0.014084507042253521,0.046948356807511735,0.10990625280344486,9000.0,3414,1
11893060,96073.0,179,2007-08-14,2010-01-13,ABN,female,Asian,2005-02-07,883,179,1801,2017-05-22,2010-01-13,2010-01-13,,,,,883,1
10544680,73777.0,162,2006-05-15,2009-09-29,ABN,female,white,2000-01-04,1233,162,3556,2017-05-18,2009-09-29,2009-09-29,,,,,1233,1
10749742,59776.0,179,2003-12-30,2010-06-18,ABN,male,white,2000-01-07,2362,179,6195,2017-05-23,2016-12-23,2016-12-23,,,,,4742,1
14071407,64851.0,162,2013-11-04,2015-09-28,ABN,male,Asian,2004-04-16,693,162,4182,2017-05-23,2015-09-28,2015-09-28,,,,,693,2
10380169,99578.0,162,2003-03-18,2012-11-19,ISS,male,white,2000-01-05,3534,162,4702,2017-02-24,2012-11-19,2012-11-19,,,,,3534,2
12497583,61529.0,162,2009-07-03,2014-11-19,ISS,female,Asian,2000-01-05,1965,162,5504,2017-05-19,2015-01-30,2015-01-30,,,,,2037,1
13735757,93051.0,162,2013-01-07,2014-11-14,ABN,female,Asian,2004-02-11,676,162,4251,2017-05-22,2015-10-02,2015-10-02,,,,,998,3
11050682,62284.0,179,2005-02-07,2009-11-09,ABN,male,white,2002-05-03,1736,179,4870,2017-05-22,2015-09-02,2015-09-02,0.035211267605633804,0.009033396597076545,0.15236451823523925,19480.0,3859,2
11570076,60639.0,162,2006-12-06,2010-12-07,ABN,female,white,2002-03-06,1462,162,3198,2017-05-12,2010-12-07,2010-12-07,,,,,1462,2
11445761,98014.0,179,2006-06-02,2010-02-16,ABN,male,white,2003-08-05,1355,179,4690,2017-05-22,2016-06-07,2016-06-07,0.007042253521126761,0.0,0.12303231151615576,4690.0,3658,2
10574187,65252.0,179,2007-02-21,2010-04-21,ISS,female,Asian,2000-01-06,1155,179,6299,2017-05-19,2017-04-05,2017-04-05,,,,,3696,1
11851819,78051.0,179,2007-09-07,2010-08-18,ISS,female,white,2005-03-08,1076,179,4357,2017-05-23,2017-02-10,2017-02-10,0.007042253521126761,0.0,0.08275914479683857,4357.0,3444,2
11081650,64951.0,179,2005-03-17,2010-07-07,ISS,female,white,2000-01-04,1938,179,6267,2017-05-19,2017-03-02,2017-03-02,0.014084507042253521,0.024879753483289604,0.15406501509054324,12534.0,4368,3
14421440,71760.0,179,2015-02-12,2017-05-16,PEND,female,Asian,2002-08-01,824,179,5402,2017-05-23,2017-05-16,2017-05-16,,,,,824,3
13406728,75629.0,162,2012-02-28,2014-05-07,ISS,female,white,2003-02-10,799,162,4364,2017-05-22,2015-01-22,2015-01-22,,,,,1059,2
11123607,67998.0,162,2005-05-06,2009-06-12,ISS,female,white,2000-01-11,1498,162,6203,2017-05-22,2017-01-04,2017-01-04,,,,,4261,2
11241133,95065.0,179,2005-09-30,2010-04-21,ISS,male,white,2000-01-07,1664,179,4282,2017-05-12,2011-09-28,2011-09-28,0.007042253521126761,0.0,0.007042253521126761,4286.0,2189,2
14250329,60321.0,162,2014-04-10,2016-01-13,ISS,male,white,2001-03-16,643,162,5570,2017-05-23,2016-06-15,2016-06-15,,,,,797,4
14201123,71177.0,162,2014-03-07,2015-04-02,ABN,male,white,2004-04-21,391,162,4769,2017-05-22,2017-05-12,2017-05-12,,,,,1162,4
11858371,66447.0,179,2007-09-20,2010-07-14,ISS,female,white,2004-02-03,1028,179,4726,2017-05-23,2017-01-11,2017-01-11,,,,,3401,1
10997279,99535.0,162,2005-07-01,2010-07-26,ISS,male,white,2000-01-05,1851,162,4325,2017-05-12,2011-11-08,2011-11-08,,,,,2321,2
11851694,86502.0,162,2007-09-07,2012-08-11,ABN,female,white,2000-01-10,1800,162,4597,2017-04-07,2012-08-11,2012-08-11,,,,,1800,1
11033547,62253.0,162,2005-01-10,2006-05-24,ISS,female,white,2000-01-04,499,162,4642,2017-04-21,2012-09-19,2012-09-19,,,,,2809,4
13695785,60726.0,162,2013-04-30,2014-10-15,ISS,female,white,2000-10-31,533,162,5097,2017-05-23,2014-10-15,2014-10-15,,,,,533,2
11174000,81959.0,162,2005-07-01,2011-08-24,ISS,male,white,2000-01-07,2245,162,6341,2017-05-23,2017-05-18,2017-05-18,0.02112676056338028,0.0,0.007042253521126761,12682.0,4339,3
10481940,85060.0,179,2004-06-09,2016-07-22,ISS,male,white,2000-01-10,4426,179,6038,2017-05-19,2016-07-22,2016-07-22,0.014084507042253521,0.009789231844970533,0.12391584696690013,8537.0,4426,1
10116737,99721.0,162,2002-04-03,2016-05-20,ISS,female,white,2000-01-21,5161,162,5964,2017-05-19,2016-05-20,2016-05-20,,,,,5161,5
10928251,71086.0,179,2004-08-30,2014-05-23,ISS,female,white,2000-06-15,3553,179,5958,2017-05-08,2016-10-07,2016-10-07,0.007042253521126761,0.0,0.12303231151615576,5165.0,4421,1
12223682,71177.0,162,2008-12-11,2015-01-07,ISS,male,white,2004-04-21,2218,162,4769,2017-05-22,2017-05-12,2017-05-12,,,,,3074,4
10285402,88110.0,162,2002-10-31,2016-05-20,ISS,female,white,2000-01-11,4950,162,6292,2017-05-23,2017-04-03,2017-04-03,,,,,5268,10
12897913,94925.0,162,2010-10-05,2012-09-26,ISS,female,Hispanic,2003-06-10,722,162,5048,2017-05-23,2017-04-05,2017-04-05,0.007042253521126761,0.0,0.007042253521126761,5048.0,2374,3
14268891,75629.0,162,2014-05-02,2015-01-22,ABN,female,white,2003-02-10,265,162,4364,2017-05-22,2015-01-22,2015-01-22,,,,,265,2
15210019,89557.0,162,2016-07-14,2017-05-18,PEND,female,black,2001-12-19,308,162,5629,2017-05-23,2017-05-18,2017-05-18,,,,,308,1
10936910,65260.0,179,2004-09-09,2008-10-27,ABN,female,black,2000-01-04,1509,179,6292,2017-05-23,2017-03-27,2017-03-27,,,,,4582,1
11232287,93313.0,162,2005-09-20,2010-08-25,ISS,male,white,2000-10-06,1800,162,4639,2017-05-19,2013-06-19,2013-06-19,,,,,2829,6
11535735,66886.0,179,2006-09-27,2009-12-16,ISS,male,white,2000-01-07,1176,179,4192,2017-05-23,2011-06-30,2011-06-30,,,,,1737,1
10493316,64915.0,179,2004-05-04,2008-06-09,ABN,male,white,2002-12-09,1497,179,4768,2017-05-18,2015-12-29,2015-12-29,,,,,4256,1
14653570,83617.0,162,2015-06-18,2016-08-31,ISS,female,white,2000-10-13,440,162,5801,2017-05-23,2016-08-31,2016-08-31,,,,,440,2
13566230,78086.0,179,2012-08-03,2016-06-27,ABN,female,white,2008-01-28,1424,179,3341,2017-05-19,2017-03-22,2017-03-22,,,,,1692,2
10592804,63717.0,179,2006-09-14,2009-05-27,ISS,male,Hispanic,2002-08-29,986,179,5249,2017-05-22,2017-01-11,2017-01-11,,,,,3772,1
11154193,94677.0,162,2005-06-16,2010-02-22,ABN,male,white,2000-05-24,1712,162,6180,2019-08-29,2017-04-25,2017-04-25,,,,,4331,3
13722507,62951.0,162,2012-12-20,2013-09-30,ABN,female,Asian,2002-02-05,284,162,4255,2017-05-22,2013-09-30,2013-09-30,,,,,284,1
09937125,61417.0,162,2001-09-17,2003-07-30,ABN,female,white,2000-01-07,681,162,2078,2017-05-19,2005-09-15,2005-09-15,0.014084507042253521,9.989012086704625e-05,0.014084507042253521,4156.0,1459,3
10597498,64890.0,179,2008-08-14,2009-08-13,ABN,male,Asian,2005-09-15,364,179,3499,2017-05-19,2015-04-15,2015-04-15,,,,,2435,1
09602784,78477.0,162,2000-06-23,2002-08-08,ISS,male,white,2000-01-12,776,162,939,2014-08-08,2002-08-08,2002-08-08,,,,,776,1
14173170,75034.0,162,2014-02-05,2015-03-18,ISS,male,Asian,2000-01-04,406,162,6065,2017-05-19,2016-08-12,2016-08-12,0.007042253521126761,0.0,0.007042253521126761,5048.0,919,5
10537677,76081.0,179,2005-06-06,2012-08-27,ISS,male,Asian,2000-01-11,2639,179,5867,2026-01-04,2016-02-03,2016-02-03,0.007042253521126761,0.0,0.1173828686404139,6036.0,3894,1
10537172,63938.0,179,2005-11-21,2010-01-13,ISS,male,white,2000-01-18,1514,179,4684,2017-05-18,2012-11-14,2012-11-14,0.007042253521126761,0.0,0.11798483206933912,6235.0,2550,2
12479484,92488.0,162,2009-06-05,2012-12-29,ISS,female,white,2005-12-08,1303,162,2578,2017-05-22,2012-12-29,2012-12-29,,,,,1303,1
10241660,59456.0,179,2002-09-11,2008-09-03,ISS,male,Asian,2000-01-07,2184,179,6228,2017-05-19,2017-01-25,2017-01-25,0.007042253521126761,0.0,0.12347249867721534,5174.0,5250,1
11851100,73327.0,179,2007-09-06,2013-09-27,ISS,male,white,2000-01-10,2213,179,5009,2017-05-19,2013-09-27,2013-09-27,,,,,2213,2
10598696,99424.0,162,2007-06-06,2016-07-01,ISS,male,white,2002-12-06,3313,162,5260,2017-05-23,2017-05-01,2017-05-01,,,,,3617,3
14161785,70458.0,179,2014-01-23,2016-06-29,ISS,male,white,2002-07-29,888,179,5084,2017-05-23,2016-06-29,2016-06-29,,,,,888,1
10897423,95508.0,179,2004-07-23,2008-12-29,ISS,male,white,2001-12-21,1620,179,2565,2017-04-28,2008-12-29,2008-12-29,,,,,1620,1
09646654,99125.0,162,2000-09-20,2010-04-12,ISS,male,black,2000-01-05,3491,162,5266,2017-05-19,2014-06-06,2014-06-06,,,,,5007,4
11351603,71848.0,162,2006-02-09,2010-12-06,ABN,male,Asian,2000-02-08,1761,162,6301,2017-05-23,2017-05-10,2017-05-10,,,,,4108,4
11987645,91210.0,179,2007-12-03,2009-11-04,ISS,male,Asian,2000-01-19,702,179,4275,2017-05-12,2011-10-03,2011-10-03,,,,,1400,1
11243703,77749.0,179,2005-10-05,2009-09-18,ABN,female,white,2004-03-01,1444,179,3796,2017-05-19,2014-07-23,2014-07-23,,,,,3213,1
