application_number,advice_date,ego_examiner_id,alter_examiner_id,ego_gender,alter_gender,ego_workgroup,alter_workgroup,ego_race,alter_race,alter_au,ego_au
10118083,30/01/2008,73296.0,62528.0,male,male,246,249,white,white,2492,2466
10118262,04/08/2008,84896.0,72882.0,female,male,164,164,white,white,1642,1642
10118262,04/08/2008,84896.0,67669.0,female,male,164,165,white,white,1653,1642
10118311,09/07/2008,96926.0,66839.0,male,male,248,248,Asian,Asian,2484,2484
10118544,10/12/2008,65198.0,81337.0,Other,male,244,163,white,Asian,1633,2444
10118544,10/12/2008,65198.0,66927.0,Other,male,244,244,white,Asian,2441,2444
10119254,22/04/2008,95769.0,60843.0,male,female,218,213,Asian,white,2131,2182
10119784,28/10/2008,65566.0,98738.0,male,male,246,247,Asian,Asian,2478,2468
10120795,02/09/2008,79058.0,99007.0,Other,male,212,212,white,white,2128,2128
10121633,31/10/2008,65198.0,63544.0,Other,female,244,214,white,Asian,2141,2444
10121960,18/07/2008,63030.0,72995.0,female,Other,163,163,white,Asian,1632,1632
10123366,15/05/2008,77345.0,96277.0,Other,male,246,241,Asian,white,2414,2468
10123445,13/05/2008,83122.0,69502.0,female,male,249,218,white,white,2183,2492
10123445,09/12/2008,83122.0,69502.0,female,male,249,218,white,white,2183,2492
10123911,05/02/2008,75730.0,81987.0,male,female,164,164,Asian,white,1647,1646
10123949,01/10/2008,69140.0,66839.0,Other,male,248,248,white,Asian,2484,2484
10123949,31/10/2008,69140.0,66839.0,Other,male,248,248,white,Asian,2484,2484
10124091,01/12/2008,88496.0,98713.0,Other,female,245,245,Asian,Asian,2452,2457
10124091,01/12/2008,88496.0,75919.0,Other,Other,245,245,Asian,Asian,2451,2457
10124400,17/03/2008,99654.0,74114.0,female,male,245,214,Asian,white,2143,2452
10124612,17/10/2008,71119.0,94990.0,female,female,176,215,white,Asian,2154,1765
10124612,17/10/2008,71119.0,98719.0,female,male,176,247,white,Asian,2476,1765
10124612,17/10/2008,71119.0,66703.0,female,female,176,162,white,Asian,1626,1765
10124612,17/10/2008,71119.0,83398.0,female,female,176,171,white,Asian,1713,1765
10124612,17/10/2008,71119.0,63814.0,female,female,176,178,white,Asian,1787,1765
10124881,11/03/2008,97305.0,74001.0,male,male,245,246,Asian,white,2462,2456
10124881,11/03/2008,97305.0,76536.0,male,female,245,245,Asian,white,2452,2456
10126975,19/03/2008,86109.0,61026.0,male,male,212,212,Asian,white,2125,2128
10127066,25/03/2008,99763.0,63519.0,female,male,165,165,white,white,1657,1653
10127066,25/03/2008,99763.0,74055.0,female,female,165,217,white,white,2173,1653
10127498,06/06/2008,97242.0,96339.0,female,female,163,163,white,white,1631,1631
10127498,06/06/2008,97242.0,67515.0,female,male,163,163,white,Asian,1632,1631
10128009,18/04/2008,62583.0,94911.0,male,Other,164,165,white,Asian,1656,1647
10128141,28/01/2008,59697.0,60716.0,male,male,244,244,white,white,2442,2442
10128141,28/01/2008,59697.0,62242.0,male,male,244,214,white,white,2145,2442
10128423,23/12/2008,72979.0,91499.0,male,male,246,247,white,white,2478,2463
10129162,26/03/2008,92784.0,85381.0,male,female,164,164,white,white,1646,1646
10129162,26/03/2008,92784.0,65024.0,male,male,164,164,white,white,1642,1646
10129878,12/03/2008,75142.0,66839.0,male,male,212,248,Asian,Asian,2484,2121
10130074,24/06/2008,95604.0,71087.0,female,male,167,163,white,Asian,1632,1678
10130555,02/05/2008,68665.0,72882.0,female,male,164,164,Asian,white,1642,1642
10130781,15/01/2008,97305.0,67189.0,male,male,245,244,Asian,white,2448,2456
10130894,11/07/2008,90377.0,66324.0,male,female,246,241,Asian,Asian,2412,2469
10130894,17/11/2008,90377.0,66324.0,male,female,246,241,Asian,Asian,2412,2469
10130894,11/07/2008,90377.0,77169.0,male,male,246,247,Asian,Asian,2473,2469
10131782,18/04/2008,97305.0,74001.0,male,male,245,246,Asian,white,2462,2456
10131782,18/04/2008,97305.0,66055.0,male,male,245,245,Asian,white,2456,2456
10133723,18/01/2008,63657.0,87028.0,Other,male,219,219,Asian,Asian,2191,2196
10134092,15/04/2008,70204.0,72882.0,Other,male,164,164,Asian,white,1642,1642
10134370,04/09/2008,59397.0,62188.0,Other,male,249,243,white,white,2439,2498
10134370,04/09/2008,59397.0,69002.0,Other,male,249,210,white,Asian,2100,2498
10134555,05/09/2008,65867.0,76536.0,male,female,244,245,white,white,2452,2442
10135031,22/01/2008,63623.0,62242.0,male,male,244,214,white,white,2145,2446
10136662,17/11/2008,64431.0,75339.0,male,male,249,213,white,Hispanic,2132,2496
10136863,12/02/2008,61925.0,80410.0,male,male,243,249,white,Asian,2492,2439
10137391,28/05/2008,59574.0,91016.0,male,male,165,163,black,white,1636,1655
10137717,30/04/2008,69849.0,99574.0,male,male,215,218,Asian,Asian,2185,2152
10138709,25/03/2008,93653.0,60579.0,male,male,176,242,white,white,2423,1761
10138990,10/12/2008,65566.0,93567.0,male,female,246,214,Asian,Asian,2141,2468
10139018,22/09/2008,64659.0,59738.0,female,male,164,164,Asian,Asian,1641,1648
10139018,22/09/2008,64659.0,99004.0,female,male,164,248,Asian,Asian,2485,1648
10139074,02/07/2008,61980.0,72089.0,female,Other,219,219,Asian,Asian,2195,2195
10139074,02/07/2008,59491.0,72089.0,male,Other,219,219,Asian,Asian,2195,2199
10140150,19/08/2008,69855.0,97655.0,Other,male,245,244,other,Asian,2444,2451
10140150,19/08/2008,69855.0,69855.0,Other,Other,245,245,other,other,2451,2451
10141575,17/03/2008,71370.0,75339.0,female,male,243,213,Asian,Hispanic,2132,2435
10141575,17/03/2008,71370.0,98905.0,female,Other,243,243,Asian,Asian,2435,2435
10141668,05/12/2008,81117.0,90863.0,male,male,164,164,white,white,1644,1644
10141705,07/01/2008,95543.0,72253.0,male,male,163,163,white,white,1632,1633
10141705,07/01/2008,95543.0,62312.0,male,male,163,163,white,Asian,1632,1633
10142218,12/03/2008,97655.0,80850.0,male,Other,244,218,Asian,Asian,2186,2444
10142989,16/05/2008,61111.0,76536.0,Other,female,245,245,white,white,2452,2457
10143502,18/03/2008,84356.0,60331.0,male,Other,165,165,white,white,1656,1656
10143695,16/12/2008,69116.0,92464.0,male,male,245,245,white,black,2456,2457
10143695,16/12/2008,69116.0,62528.0,male,male,245,249,white,white,2492,2457
10144059,14/02/2008,99447.0,98108.0,female,Other,213,213,black,white,2134,2136
10144250,04/06/2008,95116.0,60838.0,male,male,241,246,white,Asian,2466,2414
10144250,30/12/2008,95116.0,60838.0,male,male,241,246,white,Asian,2466,2414
10144412,15/12/2008,64418.0,67669.0,Other,male,161,165,Asian,white,1653,1615
10144518,31/01/2008,64660.0,62242.0,male,male,244,214,white,white,2145,2445
10145622,24/06/2008,59719.0,76536.0,Other,female,244,245,Asian,white,2452,2445
10146166,12/05/2008,60501.0,67389.0,female,male,244,245,Asian,white,2451,2447
10146686,10/12/2008,59397.0,62188.0,Other,male,249,243,white,white,2439,2498
10147111,24/12/2008,60501.0,67389.0,female,male,244,245,Asian,white,2451,2447
10147111,24/12/2008,60501.0,80850.0,female,Other,244,218,Asian,Asian,2186,2447
10149378,11/06/2008,75568.0,72882.0,male,male,173,164,white,white,1642,1731
10149378,11/06/2008,75568.0,59738.0,male,male,173,164,white,Asian,1641,1731
10149378,11/06/2008,75568.0,99004.0,male,male,173,248,white,Asian,2485,1731
10153665,08/02/2008,64813.0,90563.0,male,male,244,218,white,white,2181,2442
10153665,08/02/2008,64813.0,70167.0,male,male,244,216,white,white,2167,2442
10153856,06/06/2008,91688.0,67669.0,female,male,165,165,white,white,1653,1653
10155185,14/05/2008,69077.0,63935.0,Other,male,178,172,white,Hispanic,1723,1785
10156920,20/08/2008,70204.0,72882.0,Other,male,164,164,Asian,white,1642,1642
10156920,20/08/2008,70204.0,94911.0,Other,Other,164,165,Asian,Asian,1656,1642
10157100,30/01/2008,63962.0,62528.0,male,male,245,249,white,white,2492,2455
10157100,30/01/2008,63962.0,71764.0,male,male,245,241,white,Asian,2414,2455
10157100,30/01/2008,63962.0,61485.0,male,male,245,244,white,Asian,2443,2455
10157100,30/01/2008,63962.0,77745.0,male,male,245,161,white,white,1615,2455
10157277,22/12/2008,75940.0,97328.0,male,male,219,219,white,white,2199,2193
10157499,31/07/2008,79058.0,99007.0,Other,male,212,212,white,white,2128,2128
10157499,31/07/2008,79058.0,60986.0,Other,female,212,214,white,Asian,2142,2128
10157899,25/01/2008,74224.0,83254.0,female,female,164,164,white,white,1647,1647
10157899,25/01/2008,74224.0,94911.0,female,Other,164,165,white,Asian,1656,1647
10157899,25/01/2008,74224.0,74224.0,female,female,164,164,white,white,1647,1647
10158214,30/05/2008,96764.0,67389.0,male,male,245,245,Asian,white,2451,2453
10158214,30/05/2008,96764.0,91853.0,male,Other,245,214,Asian,white,2143,2453
10158214,18/09/2008,96764.0,91853.0,male,Other,245,214,Asian,white,2143,2453
10158359,03/07/2008,98678.0,67979.0,female,male,243,161,white,white,1614,2436
10158359,03/11/2008,98678.0,67979.0,female,male,243,161,white,white,1614,2436
10158385,01/10/2008,80410.0,74028.0,male,male,249,243,Asian,white,2431,2492
10158385,01/10/2008,80410.0,81442.0,male,male,249,213,Asian,white,2137,2492
10158816,28/10/2008,59699.0,98738.0,female,male,244,247,Asian,Asian,2478,2443
10159241,07/08/2008,95543.0,72253.0,male,male,163,163,white,white,1632,1633
10159473,30/10/2008,85865.0,85381.0,Other,female,164,164,Asian,white,1646,1646
10159473,30/10/2008,85865.0,65024.0,Other,male,164,164,Asian,white,1642,1646
10159704,13/11/2008,69365.0,78241.0,male,male,242,217,white,white,2174,2424
10160791,01/04/2008,63930.0,98347.0,female,male,215,218,Asian,white,2183,2153
10161032,30/04/2008,93781.0,66400.0,female,Other,243,243,Asian,Asian,2438,2431
10161567,03/03/2008,91196.0,62188.0,Other,male,243,243,white,white,2439,2436
10161869,14/01/2008,62928.0,82289.0,Other,Other,243,249,Asian,white,2492,2436
10161916,05/12/2008,75730.0,65024.0,male,male,164,164,Asian,white,1642,1646
10162323,22/04/2008,60130.0,94704.0,male,male,216,216,black,white,2162,2161
10162323,22/04/2008,60130.0,97202.0,male,male,216,244,black,Asian,2447,2161
10162323,22/04/2008,60130.0,96465.0,male,male,216,215,black,white,2153,2161
10162323,02/09/2008,60130.0,96465.0,male,male,216,215,black,white,2153,2161
10162796,25/06/2008,62114.0,65790.0,female,female,214,165,Asian,white,1651,2143
10162837,18/03/2008,70206.0,63519.0,female,male,165,165,white,white,1657,1655
10162837,18/03/2008,70206.0,74055.0,female,female,165,217,white,white,2173,1655
10162837,18/03/2008,70206.0,71856.0,female,male,165,165,white,white,1653,1655
10162837,18/03/2008,70206.0,65111.0,female,male,165,162,white,white,1623,1655
10163084,23/07/2008,81117.0,90863.0,male,male,164,164,white,white,1644,1644
10163599,17/11/2008,92784.0,85381.0,male,female,164,164,white,white,1646,1646
10163599,17/11/2008,92784.0,65024.0,male,male,164,164,white,white,1642,1646
10164683,12/05/2008,70659.0,68074.0,Other,male,249,246,white,white,2466,2494
10164686,15/01/2008,63962.0,62528.0,male,male,245,249,white,white,2492,2455
10164686,15/01/2008,63962.0,92028.0,male,male,245,240,white,white,2403,2455
10168774,03/06/2008,81337.0,72253.0,male,male,163,163,Asian,white,1632,1633
10168774,03/06/2008,81337.0,67669.0,male,male,163,165,Asian,white,1653,1633
10169279,23/12/2008,70755.0,66425.0,male,male,245,245,white,Asian,2458,2451
10169410,26/11/2008,66510.0,63519.0,male,male,165,165,Asian,white,1657,1653
10169410,26/11/2008,66510.0,99763.0,male,female,165,165,Asian,white,1653,1653
10169695,08/07/2008,59397.0,62188.0,Other,male,249,243,white,white,2439,2498
10169695,08/07/2008,59397.0,92028.0,Other,male,249,240,white,white,2403,2498
10169992,06/10/2008,93426.0,67389.0,Other,male,219,245,Asian,white,2451,2191
10169992,06/10/2008,93426.0,75919.0,Other,Other,219,245,Asian,Asian,2451,2191
10170260,02/05/2008,95726.0,91338.0,female,male,247,247,black,white,2474,2474
10170460,20/08/2008,65867.0,76536.0,male,female,244,245,white,white,2452,2442
10170880,14/10/2008,69116.0,85308.0,male,female,245,245,white,white,2457,2457
10171276,10/04/2008,63962.0,62528.0,male,male,245,249,white,white,2492,2455
10171418,30/04/2008,76536.0,76536.0,female,female,245,245,white,white,2452,2452
10171418,30/04/2008,76536.0,62242.0,female,male,245,214,white,white,2145,2452
10171592,01/05/2008,94230.0,93380.0,female,male,246,244,white,white,2448,2462
10171592,01/05/2008,94230.0,66096.0,female,male,246,246,white,Asian,2461,2462
10172180,30/06/2008,98224.0,59052.0,male,male,218,218,white,Asian,2188,2183
10172411,01/10/2008,96764.0,67389.0,male,male,245,245,Asian,white,2451,2453
10172411,01/10/2008,96764.0,76536.0,male,female,245,245,Asian,white,2452,2453
10173794,19/03/2008,69116.0,62528.0,male,male,245,249,white,white,2492,2457
10173794,19/03/2008,69116.0,75919.0,male,Other,245,245,white,Asian,2451,2457
10175029,03/01/2008,76935.0,69002.0,Other,male,219,210,Asian,Asian,2100,2199
10175029,03/01/2008,76935.0,83552.0,Other,male,219,219,Asian,white,2194,2199
10176933,11/03/2008,71230.0,97964.0,male,Other,216,217,white,Asian,2179,2164
10176933,11/03/2008,71230.0,78952.0,male,female,216,164,white,Asian,1647,2164
10176933,11/03/2008,71230.0,90352.0,male,male,216,244,white,Asian,2445,2164
10176933,11/03/2008,71230.0,64848.0,male,Other,216,216,white,Asian,2169,2164
10176933,11/03/2008,71230.0,72801.0,male,female,216,245,white,Asian,2454,2164
10176933,11/03/2008,71230.0,92670.0,male,male,216,161,white,Asian,1619,2164
10176933,11/03/2008,71230.0,80254.0,male,male,216,217,white,white,2175,2164
10176933,11/03/2008,71230.0,60776.0,male,Other,216,219,white,Asian,2193,2164
10177194,28/07/2008,61276.0,59738.0,Other,male,167,164,Asian,Asian,1641,1677
10177194,28/07/2008,61276.0,99004.0,Other,male,167,248,Asian,Asian,2485,1677
10177210,17/04/2008,69853.0,62242.0,male,male,245,214,Asian,white,2145,2454
10177817,26/11/2008,69853.0,79585.0,male,male,245,215,Asian,white,2154,2454
10177846,20/03/2008,74423.0,60128.0,male,male,213,249,white,white,2492,2132
10177846,03/10/2008,74423.0,60128.0,male,male,213,249,white,white,2492,2132
10177846,20/03/2008,74423.0,65617.0,male,male,213,178,white,white,1783,2132
10177846,03/10/2008,74423.0,65617.0,male,male,213,178,white,white,1783,2132
10178131,07/10/2008,61111.0,92464.0,Other,male,245,245,white,black,2456,2457
10178131,07/10/2008,61111.0,64243.0,Other,male,245,245,white,black,2457,2457
10178211,27/03/2008,85987.0,87486.0,female,female,167,162,white,white,1621,1678
10178389,17/11/2008,70204.0,69583.0,Other,male,164,164,Asian,white,1648,1642
10178389,17/11/2008,70204.0,72882.0,Other,male,164,164,Asian,white,1642,1642
10179328,01/04/2008,84433.0,98108.0,male,Other,243,213,white,white,2134,2437
10179455,15/10/2008,63657.0,87028.0,Other,male,219,219,Asian,Asian,2191,2196
10179668,16/04/2008,59491.0,71243.0,male,male,219,176,Asian,Asian,1764,2199
10179954,21/10/2008,95726.0,91338.0,female,male,247,247,black,white,2474,2474
10180125,12/05/2008,95726.0,91338.0,female,male,247,247,black,white,2474,2474
10180125,12/05/2008,95726.0,96691.0,female,female,247,219,black,Asian,2193,2474
10180125,12/05/2008,95726.0,78036.0,female,female,247,217,black,Asian,2177,2474
10181159,09/06/2008,60501.0,76536.0,female,female,244,245,Asian,white,2452,2447
10182881,02/07/2008,70037.0,82244.0,female,female,165,165,white,Asian,1654,1654
10182881,02/07/2008,70037.0,78110.0,female,male,165,165,white,white,1654,1654
10182881,02/07/2008,70037.0,63519.0,female,male,165,165,white,white,1657,1654
10182881,02/07/2008,70037.0,74055.0,female,female,165,217,white,white,2173,1654
10182936,17/07/2008,62583.0,94911.0,male,Other,164,165,white,Asian,1656,1647
10184291,17/09/2008,71243.0,97956.0,male,male,176,244,Asian,Asian,2447,1764
10184427,06/08/2008,88077.0,87028.0,male,male,219,219,white,Asian,2191,2193
10184660,15/02/2008,69319.0,68650.0,male,male,246,174,white,Asian,1745,2467
10184677,04/02/2008,88519.0,64356.0,male,male,212,212,white,white,2128,2123
10184677,04/02/2008,88519.0,60986.0,male,female,212,214,white,Asian,2142,2123
10184767,15/04/2008,67543.0,67389.0,male,male,245,245,Asian,white,2451,2453
10184767,27/08/2008,67543.0,67389.0,male,male,245,245,Asian,white,2451,2453
10184982,12/06/2008,78019.0,78019.0,male,male,163,163,Asian,Asian,1637,1637
10185506,25/06/2008,93781.0,85057.0,female,Other,243,211,Asian,Asian,2116,2431
10185506,25/06/2008,93781.0,69090.0,female,female,243,218,Asian,Asian,2185,2431
10186035,14/03/2008,94046.0,59211.0,male,male,164,164,white,white,1644,1644
10186881,29/07/2008,94129.0,67389.0,male,male,245,245,Asian,white,2451,2451
10186881,29/07/2008,94129.0,75919.0,male,Other,245,245,Asian,Asian,2451,2451
10186882,01/04/2008,94129.0,67389.0,male,male,245,245,Asian,white,2451,2451
10188467,30/01/2008,65068.0,96939.0,Other,female,215,161,Asian,white,1611,2156
10188569,19/03/2008,81287.0,69443.0,female,Other,245,215,Asian,Asian,2153,2454
10189018,09/06/2008,90377.0,62690.0,male,male,246,214,Asian,white,2142,2469
10189517,03/01/2008,97728.0,63544.0,Other,female,244,214,white,Asian,2141,2444
10190307,22/02/2008,71380.0,99070.0,male,female,213,217,white,Asian,2174,2139
10190548,09/09/2008,61048.0,67669.0,female,male,164,165,white,white,1653,1647
10191397,31/10/2008,86109.0,99007.0,male,male,212,212,Asian,white,2128,2128
10191397,31/10/2008,86109.0,60272.0,male,male,212,212,Asian,Hispanic,2123,2128
10191397,31/10/2008,86109.0,66030.0,male,Other,212,212,Asian,white,2122,2128
10191559,22/02/2008,93781.0,92028.0,female,male,243,240,Asian,white,2403,2431
10192026,29/04/2008,95091.0,64059.0,male,female,163,176,white,white,1768,1639
10192663,02/12/2008,90294.0,76536.0,male,female,246,245,white,white,2452,2467
10192683,02/01/2008,73296.0,70835.0,male,male,246,215,white,white,2157,2466
10192683,02/01/2008,73296.0,62528.0,male,male,246,249,white,white,2492,2466
10192968,25/07/2008,70755.0,67389.0,male,male,245,245,white,white,2451,2451
10192968,25/07/2008,70755.0,85057.0,male,Other,245,211,white,Asian,2116,2451
10192968,25/07/2008,70755.0,69090.0,male,female,245,218,white,Asian,2185,2451
10192968,25/07/2008,70755.0,75919.0,male,Other,245,245,white,Asian,2451,2451
10193776,17/12/2008,77971.0,98182.0,female,male,165,163,white,white,1631,1655
10193776,17/12/2008,77971.0,91016.0,female,male,165,163,white,white,1636,1655
10194380,31/03/2008,64623.0,59768.0,female,male,245,245,Asian,Asian,2455,2451
10194394,31/01/2008,93839.0,71946.0,male,male,164,164,white,white,1649,1644
10194394,31/01/2008,93839.0,72820.0,male,male,164,164,white,white,1647,1644
10194485,31/01/2008,93839.0,71946.0,male,male,164,164,white,white,1649,1644
10194485,31/01/2008,93839.0,72820.0,male,male,164,164,white,white,1647,1644
10194485,31/01/2008,93839.0,67669.0,male,male,164,165,white,white,1653,1644
10194485,07/07/2008,93839.0,67669.0,male,male,164,165,white,white,1653,1644
10194910,14/02/2008,77656.0,98830.0,male,male,249,243,white,Asian,2431,2494
10194910,14/02/2008,77656.0,92028.0,male,male,249,240,white,white,2403,2494
10196745,09/04/2008,93839.0,71946.0,male,male,164,164,white,white,1649,1644
10197127,03/04/2008,93421.0,72882.0,female,male,164,164,white,white,1642,1642
10197484,17/12/2008,70755.0,67389.0,male,male,245,245,white,white,2451,2451
10197484,17/12/2008,70755.0,66425.0,male,male,245,245,white,Asian,2458,2451
10198337,25/07/2008,60094.0,62528.0,female,male,244,249,white,white,2492,2441
10199760,18/08/2008,60094.0,74114.0,female,male,244,214,white,white,2143,2441
10199950,23/01/2008,95938.0,67389.0,male,male,249,245,Asian,white,2451,2493
10200500,04/02/2008,60094.0,62528.0,female,male,244,249,white,white,2492,2441
10200754,01/05/2008,71388.0,92510.0,female,female,178,175,white,white,1758,1789
10200754,01/05/2008,71388.0,63935.0,female,male,178,172,white,Hispanic,1723,1789
10200925,19/02/2008,64618.0,75339.0,male,male,243,213,white,Hispanic,2132,2431
10201265,04/02/2008,84460.0,71175.0,male,male,219,218,Asian,Asian,2182,2193
10201804,21/04/2008,71222.0,71415.0,Other,Other,216,217,white,black,2173,2168
10202624,12/06/2008,76977.0,95478.0,male,female,211,211,white,Asian,2117,2117
10202722,17/11/2008,59509.0,90563.0,male,male,218,218,Asian,white,2181,2185
10202722,17/11/2008,59509.0,68515.0,male,male,218,246,Asian,white,2463,2185
10202742,05/03/2008,73119.0,90049.0,male,male,245,245,white,white,2458,2457
10202742,03/09/2008,73119.0,90049.0,male,male,245,245,white,white,2458,2457
10202742,05/03/2008,73119.0,75432.0,male,male,245,217,white,white,2174,2457
10204457,25/01/2008,75568.0,59738.0,male,male,173,164,white,Asian,1641,1731
10204457,25/01/2008,75568.0,99004.0,male,male,173,248,white,Asian,2485,1731
10205058,02/05/2008,59719.0,76536.0,Other,female,244,245,Asian,white,2452,2445
10205918,20/03/2008,86435.0,83510.0,male,male,212,211,white,white,2112,2126
10208002,09/07/2008,83122.0,93215.0,female,male,249,248,white,white,2486,2492
10208910,20/03/2008,76927.0,69909.0,female,male,178,177,white,white,1774,1786
10208969,02/04/2008,64623.0,81337.0,female,male,245,163,Asian,Asian,1633,2451
10208969,02/04/2008,64623.0,66927.0,female,male,245,244,Asian,Asian,2441,2451
10209482,18/03/2008,72573.0,71487.0,male,male,244,242,white,white,2421,2443
10210257,09/04/2008,97111.0,98224.0,male,male,218,218,white,white,2183,2183
10210257,09/04/2008,97111.0,77746.0,male,male,218,218,white,white,2183,2183
10211920,05/08/2008,60210.0,65587.0,male,Other,218,218,Asian,Asian,2184,2181
10212324,17/03/2008,64618.0,75339.0,male,male,243,213,white,Hispanic,2132,2431
10212376,13/05/2008,93426.0,67389.0,Other,male,219,245,Asian,white,2451,2191
10213157,16/05/2008,93039.0,66030.0,female,Other,212,212,white,white,2122,2123
10213894,18/09/2008,95726.0,91338.0,female,male,247,247,black,white,2474,2474
10214023,10/04/2008,71120.0,65790.0,Other,female,163,165,white,white,1651,1634
10214037,27/06/2008,68922.0,66266.0,Other,female,164,164,white,white,1647,1646
10214037,27/06/2008,68922.0,81987.0,Other,female,164,164,white,white,1647,1646
10214037,27/06/2008,68922.0,94911.0,Other,Other,164,165,white,Asian,1656,1646
10216387,10/03/2008,61103.0,62528.0,male,male,245,249,white,white,2492,2455
10217038,20/06/2008,79058.0,78326.0,Other,male,212,216,white,Asian,2166,2128
10217038,20/06/2008,79058.0,83552.0,Other,male,212,219,white,white,2194,2128
10218371,10/07/2008,99753.0,85057.0,Other,Other,244,211,Asian,Asian,2116,2444
10218371,10/07/2008,99753.0,69090.0,Other,female,244,218,Asian,Asian,2185,2444
10218675,04/09/2008,63986.0,68762.0,male,male,242,248,white,Asian,2486,2427
10218675,04/09/2008,63986.0,96021.0,male,male,242,242,white,white,2427,2427
10218730,08/09/2008,63510.0,95130.0,Other,male,246,217,Asian,white,2173,2464
10219290,17/11/2008,60094.0,95600.0,female,male,244,242,white,white,2423,2441
10219290,17/11/2008,60094.0,74114.0,female,male,244,214,white,white,2143,2441
10219634,19/05/2008,66435.0,72814.0,male,male,161,161,white,white,1614,1612
10219634,19/05/2008,66435.0,95473.0,male,male,161,161,white,white,1614,1612
10219634,19/05/2008,66435.0,71059.0,male,male,161,161,white,white,1615,1612
10219672,30/04/2008,69222.0,63519.0,female,male,165,165,white,white,1657,1653
10219672,30/04/2008,69222.0,67669.0,female,male,165,165,white,white,1653,1653
10220140,24/06/2008,81959.0,72814.0,male,male,161,161,white,white,1614,1614
10220298,27/10/2008,63511.0,67669.0,Other,male,164,165,Asian,white,1653,1644
10220545,17/03/2008,77345.0,96277.0,Other,male,246,241,Asian,white,2414,2468
10220620,03/12/2008,64053.0,90956.0,male,male,175,175,white,white,1754,1754
10220822,19/02/2008,77345.0,68650.0,Other,male,246,174,Asian,Asian,1745,2468
10221843,15/08/2008,67690.0,61180.0,male,male,167,173,white,Asian,1734,1673
10221843,15/08/2008,67690.0,82244.0,male,female,167,165,white,Asian,1654,1673
10221843,15/08/2008,67690.0,71948.0,male,male,167,241,white,Asian,2412,1673
10221843,15/08/2008,67690.0,71259.0,male,male,167,164,white,Asian,1646,1673
10221843,15/08/2008,67690.0,72882.0,male,male,167,164,white,white,1642,1673
10221843,15/08/2008,67690.0,78807.0,male,female,167,171,white,Asian,1712,1673
10221843,15/08/2008,67690.0,68486.0,male,Other,167,248,white,Asian,2486,1673
10221843,15/08/2008,67690.0,60377.0,male,Other,167,214,white,Asian,2145,1673
10221843,15/08/2008,67690.0,65713.0,male,Other,167,167,white,Asian,1673,1673
10221871,23/05/2008,77345.0,96277.0,Other,male,246,241,Asian,white,2414,2468
10221896,01/08/2008,98719.0,96277.0,male,male,247,241,Asian,white,2414,2476
10221896,01/08/2008,98719.0,98719.0,male,male,247,247,Asian,Asian,2476,2476
10221896,19/02/2008,77345.0,96277.0,Other,male,246,241,Asian,white,2414,2468
10221896,19/02/2008,77345.0,98719.0,Other,male,246,247,Asian,Asian,2476,2468
10221896,01/08/2008,77345.0,98719.0,Other,male,246,247,Asian,Asian,2476,2468
10221923,01/10/2008,99369.0,68694.0,Other,male,161,161,white,white,1618,1618
10222134,26/06/2008,86109.0,61026.0,male,male,212,212,Asian,white,2125,2128
10222155,22/09/2008,75973.0,76536.0,Other,female,245,245,Asian,white,2452,2456
10222340,09/12/2008,75973.0,76536.0,Other,female,245,245,Asian,white,2452,2456
10222602,23/12/2008,63657.0,69002.0,Other,male,219,210,Asian,Asian,2100,2196
10222796,25/01/2008,66685.0,67389.0,male,male,245,245,black,white,2451,2457
10223068,20/08/2008,73364.0,72814.0,male,male,162,161,white,white,1614,1629
10224556,18/03/2008,76935.0,69002.0,Other,male,219,210,Asian,Asian,2100,2199
10224556,18/03/2008,76935.0,72089.0,Other,Other,219,219,Asian,Asian,2195,2199
10224780,22/09/2008,60977.0,98092.0,Other,Other,242,217,Asian,Asian,2178,2425
10224780,22/09/2008,60977.0,62540.0,Other,female,242,248,Asian,Asian,2482,2425
10224780,22/09/2008,60977.0,94120.0,Other,female,242,177,Asian,white,1773,2425
10224780,22/09/2008,60977.0,65231.0,Other,male,242,242,Asian,white,2427,2425
10225082,16/05/2008,97910.0,69583.0,male,male,167,164,white,white,1648,1678
10225082,16/05/2008,97910.0,72882.0,male,male,167,164,white,white,1642,1678
10225082,16/05/2008,97910.0,59738.0,male,male,167,164,white,Asian,1641,1678
10225082,16/05/2008,97910.0,99004.0,male,male,167,248,white,Asian,2485,1678
10225082,16/05/2008,97910.0,94285.0,male,male,167,164,white,white,1648,1678
10225210,14/07/2008,62919.0,71270.0,male,female,246,247,white,Asian,2471,2469
10225210,14/07/2008,62919.0,66096.0,male,male,246,246,white,Asian,2461,2469
10225391,28/07/2008,62919.0,92078.0,male,male,246,247,white,Asian,2477,2469
10225391,28/07/2008,62919.0,91499.0,male,male,246,247,white,white,2478,2469
10225569,21/07/2008,60501.0,79585.0,female,male,244,215,Asian,white,2154,2447
10227247,09/07/2008,63623.0,79585.0,male,male,244,215,white,white,2154,2446
10227247,09/07/2008,63623.0,62242.0,male,male,244,214,white,white,2145,2446
10227757,16/01/2008,92475.0,68515.0,male,male,218,246,white,white,2463,2185
10227757,29/04/2008,92475.0,68515.0,male,male,218,246,white,white,2463,2185
10228148,12/05/2008,60094.0,95600.0,female,male,244,242,white,white,2423,2441
10228148,05/06/2008,60094.0,95600.0,female,male,244,242,white,white,2423,2441
10228148,12/05/2008,60094.0,91853.0,female,Other,244,214,white,white,2143,2441
