application_number,advice_date,ego_examiner_id,alter_examiner_id,ego_gender,alter_gender,ego_workgroup,alter_workgroup,ego_race,alter_race,alter_au,ego_au
11056764,12/03/2008,99341.0,61132.0,male,male,213,213,Asian,white,2139,2138
11057152,06/10/2008,91056.0,93966.0,male,male,247,247,white,white,2472,2476
11057353,22/04/2008,59811.0,67669.0,male,male,161,165,white,white,1653,1616
11057422,29/02/2008,69889.0,60716.0,male,male,212,244,white,white,2442,2121
11057422,29/02/2008,69889.0,78326.0,male,male,212,216,white,Asian,2166,2121
11057422,29/02/2008,69889.0,72949.0,male,female,212,215,white,white,2156,2121
11057484,20/03/2008,59338.0,69583.0,male,male,164,164,Asian,white,1648,1648
11057638,14/11/2008,91056.0,93966.0,male,male,247,247,white,white,2472,2476
11057816,25/06/2008,86109.0,61026.0,male,male,212,212,Asian,white,2125,2128
11057816,25/06/2008,86109.0,90244.0,male,male,212,179,Asian,Asian,1794,2128
11058321,21/10/2008,96438.0,60272.0,male,male,212,212,white,Hispanic,2123,2126
11058321,14/04/2008,96438.0,69185.0,male,female,212,212,white,Hispanic,2125,2126
11058551,09/09/2008,84972.0,64834.0,Other,female,244,244,Asian,white,2443,2443
11058850,11/03/2008,93968.0,67829.0,female,male,175,175,white,white,1757,1757
11058850,04/08/2008,93968.0,75933.0,female,male,175,173,white,white,1735,1757
11059328,07/01/2008,92476.0,97312.0,male,male,176,176,white,white,1762,1767
11059589,16/06/2008,89422.0,67189.0,Other,male,215,244,black,white,2448,2153
11059970,13/11/2008,89394.0,67189.0,male,male,244,244,white,white,2448,2443
11060507,20/08/2008,76969.0,92078.0,male,male,247,247,Asian,Asian,2477,2477
11060507,30/12/2008,76969.0,92078.0,male,male,247,247,Asian,Asian,2477,2477
11060636,17/04/2008,64864.0,96172.0,male,female,174,178,white,white,1786,1747
11060743,09/07/2008,68678.0,69909.0,male,male,178,177,white,white,1774,1785
11060913,10/01/2008,64524.0,72381.0,male,male,215,213,black,white,2136,2155
11060913,10/01/2008,64524.0,83190.0,male,male,215,215,black,Asian,2159,2155
11061070,31/10/2008,84972.0,64834.0,Other,female,244,244,Asian,white,2443,2443
11061152,27/03/2008,62773.0,83222.0,female,female,166,215,Asian,white,2152,1662
11061152,27/03/2008,62773.0,60023.0,female,Other,166,216,Asian,Asian,2167,1662
11061152,28/10/2008,62773.0,60023.0,female,Other,166,216,Asian,Asian,2167,1662
11061241,28/10/2008,93224.0,77169.0,male,male,241,247,white,Asian,2473,2416
11061258,20/11/2008,59693.0,83254.0,female,female,164,164,white,white,1647,1646
11061357,20/03/2008,78586.0,64728.0,male,female,247,246,white,Asian,2468,2477
11061357,20/03/2008,78586.0,78586.0,male,male,247,247,white,white,2477,2477
11061508,23/12/2008,90956.0,64053.0,male,male,175,175,white,white,1754,1754
11061695,22/07/2008,93224.0,66096.0,male,male,241,246,white,Asian,2461,2416
11061748,02/12/2008,64728.0,83852.0,female,male,246,247,Asian,white,2477,2468
11061997,13/02/2008,78586.0,92078.0,male,male,247,247,white,Asian,2477,2477
11061997,13/02/2008,78586.0,78586.0,male,male,247,247,white,white,2477,2477
11061997,13/02/2008,78586.0,71764.0,male,male,247,241,white,Asian,2414,2477
11061997,13/02/2008,78586.0,61485.0,male,male,247,244,white,Asian,2443,2477
11062148,18/08/2008,96125.0,78406.0,male,male,177,172,white,white,1724,1774
11062162,22/04/2008,93896.0,97692.0,female,male,179,175,white,white,1756,1793
11062162,07/11/2008,93896.0,74579.0,female,male,179,179,white,Asian,1792,1793
11062266,17/10/2008,68237.0,72801.0,male,female,218,245,white,Asian,2454,2185
11062306,01/10/2008,88077.0,87028.0,male,male,219,219,white,Asian,2191,2193
11062311,18/09/2008,88077.0,60843.0,male,female,219,213,white,white,2131,2193
11062311,18/09/2008,88077.0,87028.0,male,male,219,219,white,Asian,2191,2193
11062385,16/06/2008,64245.0,66442.0,female,male,179,174,white,white,1743,1797
11062385,16/06/2008,91352.0,66442.0,female,male,179,174,white,white,1743,1798
11062502,31/01/2008,86683.0,75406.0,male,male,174,174,white,white,1746,1746
11062539,13/06/2008,93224.0,66096.0,male,male,241,246,white,Asian,2461,2416
11062539,23/12/2008,93224.0,77169.0,male,male,241,247,white,Asian,2473,2416
11062732,23/12/2008,60702.0,65231.0,male,male,242,242,white,white,2427,2427
11062900,01/10/2008,66436.0,69109.0,female,male,173,215,white,white,2153,1731
11062900,01/10/2008,66436.0,89539.0,female,male,173,173,white,white,1731,1731
11062904,09/05/2008,66436.0,89539.0,female,male,173,173,white,white,1731,1731
11062904,17/12/2008,66436.0,89539.0,female,male,173,173,white,white,1731,1731
11063035,01/04/2008,90166.0,68478.0,male,male,211,211,white,white,2113,2113
11063035,01/04/2008,90166.0,90120.0,male,male,211,211,white,white,2111,2113
11063035,01/04/2008,90166.0,67107.0,male,male,211,218,white,white,2185,2113
11063038,06/06/2008,89422.0,67189.0,Other,male,215,244,black,white,2448,2153
11063038,06/06/2008,89422.0,97305.0,Other,male,215,245,black,Asian,2456,2153
11063101,18/11/2008,70204.0,65024.0,Other,male,164,164,Asian,white,1642,1642
11063101,18/11/2008,70204.0,72882.0,Other,male,164,164,Asian,white,1642,1642
11063258,01/10/2008,66436.0,89539.0,female,male,173,173,white,white,1731,1731
11063346,19/02/2008,93968.0,67829.0,female,male,175,175,white,white,1757,1757
11063346,19/02/2008,93968.0,60410.0,female,male,175,218,white,white,2186,1757
11063546,29/10/2008,92612.0,69909.0,female,male,171,177,white,white,1774,1714
11063546,29/10/2008,92612.0,88189.0,female,male,171,174,white,white,1744,1714
11063556,15/12/2008,69588.0,91338.0,male,male,241,247,Asian,white,2474,2416
11063556,15/12/2008,69588.0,78321.0,male,male,241,245,Asian,Asian,2456,2416
11063563,18/08/2008,91685.0,67666.0,female,female,243,243,white,black,2437,2436
11063638,15/04/2008,59866.0,98558.0,male,female,171,161,white,Asian,1614,1712
11063638,25/11/2008,59866.0,98558.0,male,female,171,161,white,Asian,1614,1712
11063943,15/07/2008,73364.0,72814.0,male,male,162,161,white,white,1614,1629
11063943,16/12/2008,73364.0,72814.0,male,male,162,161,white,white,1614,1629
11064002,23/05/2008,98795.0,83222.0,female,female,216,215,white,white,2152,2168
11064039,06/10/2008,85865.0,85381.0,Other,female,164,164,Asian,white,1646,1646
11064039,06/10/2008,85865.0,65024.0,Other,male,164,164,Asian,white,1642,1646
11064302,17/04/2008,71996.0,96336.0,female,male,219,212,Asian,white,2124,2191
11064302,17/04/2008,71996.0,72087.0,female,male,219,243,Asian,white,2435,2191
11064566,24/01/2008,89023.0,97495.0,male,male,179,218,white,white,2188,1797
11064843,25/06/2008,68625.0,92763.0,female,male,245,244,white,white,2442,2458
11064949,15/10/2008,68625.0,79585.0,female,male,245,215,white,white,2154,2458
11064992,26/06/2008,96651.0,66565.0,male,male,242,242,black,Asian,2423,2424
11065102,03/07/2008,96651.0,66565.0,male,male,242,242,black,Asian,2423,2424
11065102,25/11/2008,96651.0,94120.0,male,female,242,177,black,white,1773,2424
11065102,03/07/2008,96651.0,66958.0,male,male,242,171,black,Asian,1714,2424
11065107,14/05/2008,84972.0,71487.0,Other,male,244,242,Asian,white,2421,2443
11065107,28/10/2008,84972.0,64834.0,Other,female,244,244,Asian,white,2443,2443
11065401,18/08/2008,94780.0,86109.0,female,male,212,212,Asian,Asian,2128,2128
11065537,12/11/2008,59581.0,75981.0,male,female,213,213,Asian,Asian,2138,2135
11065888,28/05/2008,63649.0,61863.0,female,male,174,172,white,white,1726,1745
11065888,28/05/2008,63649.0,95344.0,female,male,174,242,white,white,2427,1745
11065917,03/09/2008,96651.0,66565.0,male,male,242,242,black,Asian,2423,2424
11065917,03/09/2008,96651.0,66958.0,male,male,242,171,black,Asian,1714,2424
11065917,03/09/2008,96651.0,93754.0,male,male,242,179,black,Asian,1797,2424
11065957,23/12/2008,96651.0,94120.0,male,female,242,177,black,white,1773,2424
11066074,09/07/2008,96054.0,66565.0,male,male,242,242,white,Asian,2423,2421
11066074,09/07/2008,96054.0,59723.0,male,female,242,212,white,Asian,2124,2421
11066077,03/03/2008,67659.0,92078.0,male,male,246,247,white,Asian,2477,2466
11066083,09/12/2008,70907.0,78326.0,male,male,165,216,Asian,Asian,2166,1653
11066182,21/10/2008,75367.0,72666.0,male,male,173,173,white,white,1731,1731
11066239,29/09/2008,78326.0,69502.0,male,male,216,218,Asian,white,2183,2166
11066239,29/09/2008,78326.0,92060.0,male,Other,216,215,Asian,Asian,2154,2166
11066644,22/10/2008,91064.0,93859.0,male,female,179,179,white,white,1794,1793
11066684,09/10/2008,95237.0,92078.0,male,male,247,247,white,Asian,2477,2477
11066717,31/03/2008,95339.0,97328.0,male,male,219,219,white,white,2199,2193
11066773,12/03/2008,60715.0,71059.0,male,male,161,161,white,white,1615,1615
11066869,11/04/2008,66251.0,97547.0,female,female,172,163,white,white,1634,1722
11066985,05/09/2008,96054.0,66565.0,male,male,242,242,white,Asian,2423,2421
11067002,29/10/2008,96054.0,94753.0,male,male,242,242,white,Hispanic,2421,2421
11067002,29/10/2008,96054.0,98302.0,male,male,242,177,white,white,1772,2421
11067002,29/10/2008,96054.0,62095.0,male,male,242,171,white,white,1715,2421
11067002,29/10/2008,96054.0,65231.0,male,male,242,242,white,white,2427,2421
11067003,17/11/2008,96054.0,96021.0,male,male,242,242,white,white,2427,2421
11067037,23/12/2008,76969.0,92078.0,male,male,247,247,Asian,Asian,2477,2477
11067079,16/04/2008,95339.0,97328.0,male,male,219,219,white,white,2199,2193
11067196,12/11/2008,96054.0,64042.0,male,male,242,242,white,white,2423,2421
11067251,18/06/2008,74224.0,65024.0,female,male,164,164,white,white,1642,1647
11067251,18/06/2008,74224.0,94911.0,female,Other,164,165,white,Asian,1656,1647
11067354,26/06/2008,60671.0,96691.0,Other,female,247,219,white,Asian,2193,2476
11067354,26/06/2008,60671.0,78036.0,Other,female,247,217,white,Asian,2177,2476
11067461,26/06/2008,97750.0,92078.0,male,male,247,247,Hispanic,Asian,2477,2479
11067461,26/06/2008,97750.0,71702.0,male,male,247,246,Hispanic,Asian,2469,2479
11067506,26/06/2008,60671.0,96691.0,Other,female,247,219,white,Asian,2193,2476
11067506,26/06/2008,60671.0,78036.0,Other,female,247,217,white,Asian,2177,2476
11067624,08/08/2008,62278.0,92201.0,male,male,216,211,Asian,Asian,2115,2162
11067721,08/04/2008,60671.0,96691.0,Other,female,247,219,white,Asian,2193,2476
11067721,08/04/2008,60671.0,78036.0,Other,female,247,217,white,Asian,2177,2476
11067889,24/09/2008,75367.0,95160.0,male,male,173,175,white,white,1759,1731
11068030,15/10/2008,96054.0,65231.0,male,male,242,242,white,white,2427,2421
11068056,16/10/2008,62278.0,69502.0,male,male,216,218,Asian,white,2183,2162
11068378,16/05/2008,96301.0,66565.0,male,male,242,242,white,Asian,2423,2427
11068379,30/05/2008,94651.0,61111.0,male,Other,246,245,white,white,2457,2462
11068429,30/06/2008,60671.0,96691.0,Other,female,247,219,white,Asian,2193,2476
11068429,30/06/2008,60671.0,78036.0,Other,female,247,217,white,Asian,2177,2476
11068566,09/07/2008,64704.0,72573.0,female,male,244,244,Asian,white,2443,2442
11068646,13/05/2008,89550.0,75387.0,male,male,176,176,white,Asian,1762,1767
11068646,13/05/2008,89550.0,98804.0,male,male,176,171,white,white,1711,1767
11068755,24/07/2008,96301.0,66565.0,male,male,242,242,white,Asian,2423,2427
11069053,19/08/2008,96906.0,98092.0,female,Other,242,217,Asian,Asian,2178,2427
11069053,19/08/2008,96906.0,66565.0,female,male,242,242,Asian,Asian,2423,2427
11069155,12/12/2008,60702.0,60716.0,male,male,242,244,white,white,2442,2427
11069156,24/12/2008,60702.0,98092.0,male,Other,242,217,white,Asian,2178,2427
11069156,24/12/2008,60702.0,64579.0,male,male,242,247,white,Asian,2476,2427
11069156,24/12/2008,60702.0,66565.0,male,male,242,242,white,Asian,2423,2427
11069156,24/12/2008,60702.0,94753.0,male,male,242,242,white,Hispanic,2421,2427
11069167,16/07/2008,64704.0,72573.0,female,male,244,244,Asian,white,2443,2442
11069232,15/12/2008,63657.0,87028.0,Other,male,219,219,Asian,Asian,2191,2196
11069268,18/03/2008,71388.0,66450.0,female,male,178,176,white,white,1765,1789
11069425,09/07/2008,70176.0,65934.0,female,female,173,178,Asian,white,1784,1732
11069425,25/11/2008,70176.0,65934.0,female,female,173,178,Asian,white,1784,1732
11069425,25/11/2008,70176.0,67698.0,female,male,173,175,Asian,white,1754,1732
11069439,08/07/2008,96301.0,98092.0,male,Other,242,217,white,Asian,2178,2427
11069440,09/07/2008,66626.0,98092.0,male,Other,242,217,white,Asian,2178,2427
11069627,12/05/2008,96906.0,91499.0,female,male,242,247,Asian,white,2478,2427
11069627,12/05/2008,96906.0,66565.0,female,male,242,242,Asian,Asian,2423,2427
11069750,14/05/2008,96906.0,91499.0,female,male,242,247,Asian,white,2478,2427
11069767,20/06/2008,96906.0,91499.0,female,male,242,247,Asian,white,2478,2427
11069767,20/06/2008,96906.0,66565.0,female,male,242,242,Asian,Asian,2423,2427
11069770,22/07/2008,67189.0,67189.0,male,male,244,244,white,white,2448,2448
11069770,22/07/2008,67189.0,70835.0,male,male,244,215,white,white,2157,2448
11069770,22/07/2008,89422.0,67189.0,Other,male,215,244,black,white,2448,2153
11069770,22/07/2008,89422.0,70835.0,Other,male,215,215,black,white,2157,2153
11069804,11/07/2008,89422.0,67189.0,Other,male,215,244,black,white,2448,2153
11069830,28/05/2008,96906.0,68675.0,female,Other,242,176,Asian,Asian,1765,2427
11069830,28/05/2008,96906.0,91499.0,female,male,242,247,Asian,white,2478,2427
11069834,12/06/2008,67173.0,72253.0,female,male,163,163,white,white,1632,1633
11069834,12/06/2008,67173.0,67173.0,female,female,163,163,white,white,1633,1633
11069866,30/05/2008,65179.0,95561.0,male,male,171,178,white,white,1784,1718
11069932,09/07/2008,89422.0,67189.0,Other,male,215,244,black,white,2448,2153
11069932,09/07/2008,89422.0,92763.0,Other,male,215,244,black,white,2442,2153
11069967,16/04/2008,80925.0,66839.0,male,male,248,248,Asian,Asian,2484,2484
11069973,08/01/2008,77583.0,96297.0,male,male,211,211,white,white,2113,2113
11069979,17/04/2008,69098.0,99930.0,male,female,177,177,white,white,1771,1771
11069979,29/09/2008,69098.0,99930.0,male,female,177,177,white,white,1771,1771
11069979,17/04/2008,69098.0,69098.0,male,male,177,177,white,white,1771,1771
11070075,18/04/2008,63657.0,87028.0,Other,male,219,219,Asian,Asian,2191,2196
11070119,07/08/2008,64704.0,72573.0,female,male,244,244,Asian,white,2443,2442
11070230,03/03/2008,92884.0,96691.0,Other,female,247,219,Asian,Asian,2193,2477
11070230,03/03/2008,92884.0,78036.0,Other,female,247,217,Asian,Asian,2177,2477
11070282,16/04/2008,75568.0,95784.0,male,male,173,167,white,white,1678,1731
11070396,26/09/2008,84267.0,70248.0,male,female,172,172,white,white,1722,1721
11070396,29/04/2008,84267.0,60437.0,male,male,172,175,white,white,1756,1721
11070396,26/09/2008,84267.0,60437.0,male,male,172,175,white,white,1756,1721
11070430,03/06/2008,96438.0,61026.0,male,male,212,212,white,white,2125,2126
11070430,13/08/2008,96438.0,60272.0,male,male,212,212,white,Hispanic,2123,2126
11070430,03/06/2008,96438.0,69185.0,male,female,212,212,white,Hispanic,2125,2126
11070430,13/08/2008,96438.0,69185.0,male,female,212,212,white,Hispanic,2125,2126
11070656,13/05/2008,80925.0,84697.0,male,male,248,248,Asian,white,2484,2484
11070669,01/02/2008,92884.0,96691.0,Other,female,247,219,Asian,Asian,2193,2477
11070669,01/02/2008,92884.0,78036.0,Other,female,247,217,Asian,Asian,2177,2477
11070669,28/10/2008,92884.0,92078.0,Other,male,247,247,Asian,Asian,2477,2477
11070669,28/10/2008,92884.0,96336.0,Other,male,247,212,Asian,white,2124,2477
11070669,01/02/2008,92884.0,96336.0,Other,male,247,212,Asian,white,2124,2477
11070703,25/11/2008,84972.0,64834.0,Other,female,244,244,Asian,white,2443,2443
11070715,21/07/2008,64704.0,72573.0,female,male,244,244,Asian,white,2443,2442
11070729,19/08/2008,59539.0,91352.0,male,female,179,179,Asian,white,1798,1798
11070729,19/08/2008,59539.0,84313.0,male,male,179,177,Asian,white,1779,1798
11070747,27/03/2008,78586.0,64728.0,male,female,247,246,white,Asian,2468,2477
11070747,27/03/2008,78586.0,78586.0,male,male,247,247,white,white,2477,2477
11070764,28/10/2008,97473.0,75336.0,female,Other,177,179,white,black,1797,1771
11070797,01/04/2008,78586.0,64728.0,male,female,247,246,white,Asian,2468,2477
11070797,01/04/2008,78586.0,78586.0,male,male,247,247,white,white,2477,2477
11070834,26/03/2008,93968.0,67829.0,female,male,175,175,white,white,1757,1757
11070932,18/03/2008,92884.0,96691.0,Other,female,247,219,Asian,Asian,2193,2477
11070932,18/03/2008,92884.0,78036.0,Other,female,247,217,Asian,Asian,2177,2477
11070983,29/07/2008,59497.0,85761.0,male,male,164,164,white,Hispanic,1645,1645
11070983,03/11/2008,59497.0,85761.0,male,male,164,164,white,Hispanic,1645,1645
11070983,29/07/2008,59497.0,83794.0,male,female,164,164,white,white,1648,1645
11070983,03/11/2008,59497.0,83794.0,male,female,164,164,white,white,1648,1645
11071067,24/01/2008,91355.0,72087.0,Other,male,212,243,Asian,white,2435,2121
11071111,14/11/2008,91655.0,59181.0,female,female,216,216,Asian,black,2162,2168
11071111,14/11/2008,91655.0,67404.0,female,male,216,212,Asian,Asian,2127,2168
11071238,18/04/2008,92884.0,96691.0,Other,female,247,219,Asian,Asian,2193,2477
11071238,18/04/2008,92884.0,78036.0,Other,female,247,217,Asian,Asian,2177,2477
11071387,23/04/2008,96906.0,96653.0,female,male,242,242,Asian,Asian,2424,2427
11071387,23/04/2008,96906.0,62384.0,female,male,242,242,Asian,white,2422,2427
11071387,23/04/2008,96906.0,91499.0,female,male,242,247,Asian,white,2478,2427
11071396,29/01/2008,92765.0,85084.0,male,Other,217,242,Hispanic,Asian,2426,2171
11071408,05/12/2008,84972.0,64834.0,Other,female,244,244,Asian,white,2443,2443
11071426,02/05/2008,96906.0,91499.0,female,male,242,247,Asian,white,2478,2427
11071426,02/05/2008,96906.0,94753.0,female,male,242,242,Asian,Hispanic,2421,2427
11071453,13/05/2008,93224.0,66096.0,male,male,241,246,white,Asian,2461,2416
11071453,29/10/2008,93224.0,77169.0,male,male,241,247,white,Asian,2473,2416
11071493,26/03/2008,78586.0,95398.0,male,male,247,246,white,white,2466,2477
11071493,26/03/2008,78586.0,78586.0,male,male,247,247,white,white,2477,2477
11071668,01/10/2008,83601.0,96912.0,male,male,179,171,white,white,1712,1792
11071892,11/06/2008,96906.0,68675.0,female,Other,242,176,Asian,Asian,1765,2427
11071892,11/06/2008,96906.0,66565.0,female,male,242,242,Asian,Asian,2423,2427
11071895,18/04/2008,67355.0,94120.0,male,female,242,177,white,white,1773,2424
11071937,08/08/2008,70672.0,94672.0,male,male,215,215,Asian,white,2158,2156
11072023,30/10/2008,89323.0,65127.0,female,male,247,241,white,white,2416,2471
11072023,30/10/2008,89323.0,95398.0,female,male,247,246,white,white,2466,2471
11072023,30/10/2008,89323.0,66096.0,female,male,247,246,white,Asian,2461,2471
11072023,30/10/2008,89323.0,71764.0,female,male,247,241,white,Asian,2414,2471
11072023,30/10/2008,89323.0,61485.0,female,male,247,244,white,Asian,2443,2471
11072082,28/04/2008,92884.0,96691.0,Other,female,247,219,Asian,Asian,2193,2477
11072082,28/04/2008,92884.0,78036.0,Other,female,247,217,Asian,Asian,2177,2477
11072272,04/06/2008,69978.0,59723.0,Other,female,242,212,black,Asian,2124,2424
11072272,04/06/2008,69978.0,70686.0,Other,Other,242,216,black,Asian,2168,2424
11072328,05/05/2008,92884.0,71764.0,Other,male,247,241,Asian,Asian,2414,2477
11072328,05/05/2008,92884.0,61485.0,Other,male,247,244,Asian,Asian,2443,2477
11072349,30/04/2008,92884.0,71764.0,Other,male,247,241,Asian,Asian,2414,2477
11072349,30/04/2008,92884.0,61485.0,Other,male,247,244,Asian,Asian,2443,2477
11072383,22/02/2008,60922.0,91426.0,Other,female,178,178,white,white,1786,1786
11072409,10/07/2008,76969.0,92078.0,male,male,247,247,Asian,Asian,2477,2477
11072409,30/10/2008,76969.0,92078.0,male,male,247,247,Asian,Asian,2477,2477
11072766,03/09/2008,98594.0,99395.0,male,male,213,218,white,white,2188,2133
11072766,03/09/2008,69379.0,99395.0,male,male,218,218,white,white,2188,2187
11072780,19/06/2008,68678.0,69909.0,male,male,178,177,white,white,1774,1785
11072780,19/06/2008,64951.0,69909.0,female,male,172,177,white,white,1774,1721
11073097,08/10/2008,63868.0,65231.0,male,male,242,242,white,white,2427,2423
11073097,08/10/2008,63868.0,70897.0,male,female,242,247,white,Asian,2471,2423
11073144,03/06/2008,63868.0,74523.0,male,male,242,240,white,white,2400,2423
11073144,03/06/2008,63868.0,70897.0,male,female,242,247,white,Asian,2471,2423
11073167,15/09/2008,90004.0,66565.0,male,male,242,242,Asian,Asian,2423,2426
11073655,15/07/2008,75530.0,98852.0,Other,male,175,175,Hispanic,white,1754,1754
11073655,15/07/2008,75530.0,92733.0,Other,male,175,173,Hispanic,white,1733,1754
11073703,17/04/2008,71174.0,59338.0,female,male,179,164,white,Asian,1648,1792
11074131,06/11/2008,63657.0,87028.0,Other,male,219,219,Asian,Asian,2191,2196
11074155,23/07/2008,80730.0,69909.0,male,male,178,177,white,white,1774,1785
11074155,23/07/2008,80730.0,63829.0,male,female,178,171,white,white,1714,1785
11074269,27/03/2008,94211.0,66582.0,male,male,171,179,white,white,1792,1711
11074574,11/08/2008,66436.0,62498.0,female,male,173,175,white,white,1755,1731
11075100,30/06/2008,96906.0,91499.0,female,male,242,247,Asian,white,2478,2427
11075100,30/06/2008,96906.0,65231.0,female,male,242,242,Asian,white,2427,2427
11075113,14/02/2008,99381.0,59738.0,male,male,163,164,white,Asian,1641,1633
11075113,07/07/2008,99381.0,59738.0,male,male,163,164,white,Asian,1641,1633
11075113,14/02/2008,99381.0,99004.0,male,male,163,248,white,Asian,2485,1633
11075113,07/07/2008,99381.0,99004.0,male,male,163,248,white,Asian,2485,1633
11075113,14/02/2008,99381.0,99381.0,male,male,163,163,white,white,1633,1633
11075113,07/07/2008,99381.0,99381.0,male,male,163,163,white,white,1633,1633
11075167,26/12/2008,94780.0,60272.0,female,male,212,212,Asian,Hispanic,2123,2128
11075247,23/05/2008,70917.0,91499.0,male,male,246,247,Asian,white,2478,2462
11075247,31/10/2008,70917.0,91499.0,male,male,246,247,Asian,white,2478,2462
11075247,31/10/2008,70917.0,74747.0,male,male,246,242,Asian,white,2421,2462
11075546,29/10/2008,70672.0,99070.0,male,female,215,217,Asian,Asian,2174,2156
11075546,29/10/2008,70672.0,64473.0,male,female,215,217,Asian,Asian,2179,2156
11075585,07/05/2008,70917.0,98092.0,male,Other,246,217,Asian,Asian,2178,2462
11075585,06/10/2008,70917.0,98092.0,male,Other,246,217,Asian,Asian,2178,2462
11075585,07/05/2008,70917.0,91499.0,male,male,246,247,Asian,white,2478,2462
11075585,06/10/2008,70917.0,91499.0,male,male,246,247,Asian,white,2478,2462
11075592,01/05/2008,61734.0,62919.0,Other,male,247,246,Asian,white,2469,2479
11075595,01/07/2008,90004.0,96653.0,male,male,242,242,Asian,Asian,2424,2426
11075595,23/12/2008,90004.0,96653.0,male,male,242,242,Asian,Asian,2424,2426
11075595,23/12/2008,90004.0,72087.0,male,male,242,243,Asian,white,2435,2426
11075803,10/01/2008,93896.0,77068.0,female,male,179,170,white,white,1700,1793
11075837,17/09/2008,78568.0,96556.0,male,male,179,173,Asian,white,1732,1791
11075837,17/09/2008,78568.0,78568.0,male,male,179,179,Asian,Asian,1791,1791
11075961,23/06/2008,69978.0,66565.0,Other,male,242,242,black,Asian,2423,2424
11075961,26/12/2008,69978.0,94120.0,Other,female,242,177,black,white,1773,2424
11075961,23/06/2008,69978.0,59723.0,Other,female,242,212,black,Asian,2124,2424
11076024,16/04/2008,63714.0,62499.0,male,male,175,175,white,white,1756,1756
11076131,12/08/2008,81049.0,60843.0,male,female,212,213,Hispanic,white,2131,2123
11076131,12/08/2008,81049.0,66030.0,male,Other,212,212,Hispanic,white,2122,2123
11076131,12/08/2008,81049.0,62242.0,male,male,212,214,Hispanic,white,2145,2123
11076154,07/04/2008,84547.0,84547.0,male,male,241,241,white,white,2414,2414
11076178,14/11/2008,97473.0,75336.0,female,Other,177,179,white,black,1797,1771
11076569,13/11/2008,82047.0,69917.0,Other,male,167,167,Asian,Asian,1677,1678
11076569,31/12/2008,82047.0,69917.0,Other,male,167,167,Asian,Asian,1677,1678
11076806,15/10/2008,66251.0,79043.0,female,female,172,242,white,Asian,2423,1722
11076815,17/03/2008,91471.0,96691.0,Other,female,246,219,Asian,Asian,2193,2467
11076815,17/03/2008,91471.0,78036.0,Other,female,246,217,Asian,Asian,2177,2467
11076815,18/12/2008,91471.0,95635.0,Other,male,246,244,Asian,Asian,2441,2467
11077076,17/10/2008,82047.0,69917.0,Other,male,167,167,Asian,Asian,1677,1678
11077140,19/03/2008,86821.0,68532.0,male,male,218,213,white,white,2137,2187
11077140,24/10/2008,86821.0,68532.0,male,male,218,213,white,white,2137,2187
11077140,19/03/2008,86821.0,99395.0,male,male,218,218,white,white,2188,2187
11077140,24/10/2008,86821.0,99395.0,male,male,218,218,white,white,2188,2187
11077146,30/09/2008,93548.0,93857.0,male,male,244,248,white,white,2481,2444
11077146,30/12/2008,93548.0,93857.0,male,male,244,248,white,white,2481,2444
11077168,13/05/2008,61734.0,91338.0,Other,male,247,247,Asian,white,2474,2479
11077168,13/05/2008,61734.0,62919.0,Other,male,247,246,Asian,white,2469,2479
11077260,03/06/2008,92143.0,63176.0,female,male,178,172,white,white,1722,1783
11077260,17/09/2008,92143.0,63176.0,female,male,178,172,white,white,1722,1783
11077522,05/03/2008,60922.0,68675.0,Other,Other,178,176,white,Asian,1765,1786
11077522,05/03/2008,60922.0,93744.0,Other,male,178,177,white,white,1771,1786
11077614,17/11/2008,69077.0,77068.0,Other,male,178,170,white,white,1700,1785
11077614,17/11/2008,69077.0,63935.0,Other,male,178,172,white,Hispanic,1723,1785
11077718,05/02/2008,99311.0,83852.0,male,male,241,247,Asian,white,2477,2413
11077752,28/01/2008,77749.0,63065.0,female,male,174,179,white,Hispanic,1791,1741
11077775,19/12/2008,64053.0,90956.0,male,male,175,175,white,white,1754,1754
11077908,20/03/2008,84547.0,98713.0,male,female,241,245,white,Asian,2452,2414
11077908,20/03/2008,84547.0,84547.0,male,male,241,241,white,white,2414,2414
11077908,20/03/2008,84547.0,97520.0,male,female,241,162,white,white,1624,2414
11078185,02/09/2008,75246.0,68515.0,male,male,218,246,Asian,white,2463,2185
11078185,02/09/2008,75246.0,92028.0,male,male,218,240,Asian,white,2403,2185
11078205,04/06/2008,92475.0,68515.0,male,male,218,246,white,white,2463,2185
11078219,17/09/2008,96438.0,61026.0,male,male,212,212,white,white,2125,2126
11078224,18/08/2008,76396.0,94753.0,male,male,242,242,Asian,Hispanic,2421,2425
11078341,08/04/2008,91471.0,96691.0,Other,female,246,219,Asian,Asian,2193,2467
11078341,26/11/2008,91471.0,96691.0,Other,female,246,219,Asian,Asian,2193,2467
11078341,08/04/2008,91471.0,78036.0,Other,female,246,217,Asian,Asian,2177,2467
11078341,26/11/2008,91471.0,78036.0,Other,female,246,217,Asian,Asian,2177,2467
11078345,15/08/2008,92475.0,68515.0,male,male,218,246,white,white,2463,2185
11078480,18/11/2008,65121.0,62778.0,male,female,172,178,white,white,1785,1727
11078549,09/05/2008,63714.0,62499.0,male,male,175,175,white,white,1756,1756
11078619,09/07/2008,76969.0,92078.0,male,male,247,247,Asian,Asian,2477,2477
